id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,Clase de edad,Perfil,month_num,date,weekday
5710,26.0,self-employed,married,tertiary,no,479,yes,no,cellular,9,feb,133,3,-1,0,unknown,no,25-34,Millenials,2,2009-02-09,Monday
5711,38.0,blue-collar,single,secondary,no,1121,no,no,unknown,18,jun,203,1,-1,0,unknown,no,35-44,Adultxs,6,2008-06-18,Wednesday
5712,30.0,services,single,unknown,no,138,yes,no,cellular,20,apr,187,1,-1,0,unknown,no,25-34,Millenials,4,2009-04-20,Monday
5713,33.0,management,single,tertiary,no,0,yes,no,telephone,5,may,399,2,358,5,other,no,25-34,Millenials,5,2008-05-05,Monday
5714,37.0,services,divorced,secondary,no,239,yes,no,unknown,23,may,140,2,-1,0,unknown,no,35-44,Adultxs,5,2008-05-23,Friday
5715,47.0,management,married,tertiary,no,866,no,no,unknown,20,jun,7,7,-1,0,unknown,no,45-54,Divorciadxs,6,2008-06-20,Friday
5716,36.0,technician,married,secondary,no,1466,yes,no,unknown,29,may,441,1,-1,0,unknown,no,35-44,Adultxs,5,2008-05-29,Thursday
5717,48.0,housemaid,married,secondary,no,3570,no,no,cellular,5,jun,58,2,-1,0,unknown,no,45-54,Divorciadxs,6,2008-06-05,Thursday
5718,47.0,technician,divorced,secondary,no,440,no,no,cellular,29,jan,147,1,-1,0,unknown,no,45-54,Divorciadxs,1,2009-01-29,Thursday
5719,34.0,entrepreneur,single,tertiary,no,714,yes,no,unknown,12,may,166,4,-1,0,unknown,no,25-34,Millenials,5,2008-05-12,Monday
5720,28.0,blue-collar,married,primary,no,674,yes,no,telephone,14,may,921,4,-1,0,unknown,no,25-34,Millenials,5,2008-05-14,Wednesday
5721,54.0,housemaid,married,primary,no,127,no,no,cellular,19,aug,176,4,-1,0,unknown,no,45-54,Divorciadxs,8,2008-08-19,Tuesday
5722,33.0,management,married,secondary,no,588,yes,no,cellular,18,may,11,5,-1,0,unknown,no,25-34,Millenials,5,2009-05-18,Monday
5723,41.0,entrepreneur,divorced,tertiary,no,-413,yes,no,unknown,8,may,170,2,-1,0,unknown,no,35-44,Adultxs,5,2008-05-08,Thursday
5724,41.0,admin.,single,secondary,no,882,yes,yes,unknown,28,may,145,2,-1,0,unknown,no,35-44,Adultxs,5,2008-05-28,Wednesday
5725,42.0,management,married,tertiary,no,877,yes,no,unknown,14,may,238,1,-1,0,unknown,no,35-44,Adultxs,5,2008-05-14,Wednesday
5726,32.0,admin.,married,secondary,no,337,no,no,cellular,15,may,51,3,368,1,failure,no,25-34,Millenials,5,2008-05-15,Thursday
5727,47.0,self-employed,married,tertiary,no,192,no,no,telephone,30,jul,120,6,-1,0,unknown,no,45-54,Divorciadxs,7,2008-07-30,Wednesday
5728,36.0,technician,married,primary,no,3350,yes,no,cellular,16,apr,86,1,269,3,other,no,35-44,Adultxs,4,2009-04-16,Thursday
5729,34.0,management,married,tertiary,no,99,no,yes,cellular,3,feb,264,2,-1,0,unknown,no,25-34,Millenials,2,2009-02-03,Tuesday
5730,36.0,management,married,tertiary,no,806,yes,no,cellular,3,feb,106,2,259,1,failure,no,35-44,Adultxs,2,2009-02-03,Tuesday
5731,50.0,management,married,tertiary,no,6739,yes,no,cellular,14,jul,68,3,-1,0,unknown,no,45-54,Divorciadxs,7,2008-07-14,Monday
5732,53.0,admin.,married,primary,no,228,yes,no,unknown,16,may,97,1,-1,0,unknown,no,45-54,Divorciadxs,5,2008-05-16,Friday
5733,49.0,blue-collar,married,primary,no,-232,no,yes,cellular,11,aug,106,2,-1,0,unknown,no,45-54,Divorciadxs,8,2008-08-11,Monday
5734,39.0,technician,single,secondary,no,556,yes,no,unknown,29,may,322,1,-1,0,unknown,no,35-44,Adultxs,5,2008-05-29,Thursday
5735,47.0,management,married,tertiary,no,761,yes,no,cellular,11,jul,80,2,-1,0,unknown,no,45-54,Divorciadxs,7,2008-07-11,Friday
5736,57.0,retired,married,primary,no,207,yes,no,unknown,8,may,193,1,-1,0,unknown,no,55-64,Gen Z & Boomers,5,2008-05-08,Thursday
5737,30.0,unemployed,married,secondary,no,221,no,no,cellular,8,aug,61,4,-1,0,unknown,no,25-34,Millenials,8,2008-08-08,Friday
5738,54.0,admin.,married,secondary,no,865,yes,no,cellular,17,nov,71,1,-1,0,unknown,no,45-54,Divorciadxs,11,2008-11-17,Monday
5739,35.0,management,single,tertiary,no,0,no,no,cellular,18,aug,276,5,-1,0,unknown,no,35-44,Adultxs,8,2008-08-18,Monday
5740,47.0,technician,divorced,secondary,no,1851,yes,no,unknown,19,may,140,2,-1,0,unknown,no,45-54,Divorciadxs,5,2008-05-19,Monday
5741,38.0,entrepreneur,married,secondary,no,-272,no,yes,unknown,17,jun,143,2,-1,0,unknown,no,35-44,Adultxs,6,2008-06-17,Tuesday
5742,40.0,admin.,married,secondary,no,367,yes,no,telephone,5,feb,89,1,274,1,failure,no,35-44,Adultxs,2,2009-02-05,Thursday
5743,51.0,blue-collar,married,primary,no,0,no,no,cellular,20,nov,85,1,-1,0,unknown,no,45-54,Divorciadxs,11,2008-11-20,Thursday
5744,51.0,blue-collar,married,primary,no,230,yes,no,unknown,6,may,673,1,-1,0,unknown,no,45-54,Divorciadxs,5,2008-05-06,Tuesday
5745,57.0,housemaid,married,primary,no,0,no,no,cellular,13,aug,189,2,-1,0,unknown,no,55-64,Gen Z & Boomers,8,2008-08-13,Wednesday
5746,41.0,blue-collar,married,secondary,no,1954,no,no,cellular,18,nov,65,1,110,2,success,no,35-44,Adultxs,11,2008-11-18,Tuesday
5747,31.0,entrepreneur,single,secondary,no,379,yes,no,cellular,18,jul,570,2,-1,0,unknown,no,25-34,Millenials,7,2008-07-18,Friday
5748,59.0,retired,single,secondary,yes,-341,no,yes,cellular,14,jul,94,3,-1,0,unknown,no,55-64,Gen Z & Boomers,7,2008-07-14,Monday
5749,26.0,services,single,primary,no,179,yes,yes,cellular,28,jul,333,4,-1,0,unknown,no,25-34,Millenials,7,2008-07-28,Monday
5750,41.0,technician,married,tertiary,no,13,no,no,unknown,5,jun,189,2,-1,0,unknown,no,35-44,Adultxs,6,2008-06-05,Thursday
5751,39.0,management,married,tertiary,no,839,no,yes,cellular,11,oct,365,2,774,11,failure,no,35-44,Adultxs,10,2010-10-11,Monday
5752,25.0,blue-collar,single,secondary,no,192,no,no,telephone,4,jul,112,2,-1,0,unknown,no,25-34,Millenials,7,2008-07-04,Friday
5753,33.0,management,single,tertiary,no,576,no,no,cellular,25,may,220,1,111,2,other,no,25-34,Millenials,5,2009-05-25,Monday
5754,35.0,management,single,tertiary,no,643,yes,no,unknown,23,may,322,1,-1,0,unknown,no,35-44,Adultxs,5,2008-05-23,Friday
5755,49.0,management,married,tertiary,no,342,no,no,cellular,30,jan,433,2,228,1,failure,no,45-54,Divorciadxs,1,2009-01-30,Friday
5756,31.0,blue-collar,married,secondary,no,1329,yes,yes,unknown,9,may,134,1,-1,0,unknown,no,25-34,Millenials,5,2008-05-09,Friday
5757,40.0,unemployed,married,secondary,no,219,yes,no,unknown,5,may,357,1,-1,0,unknown,no,35-44,Adultxs,5,2008-05-05,Monday
5758,32.0,management,married,tertiary,no,141,yes,no,cellular,4,may,78,3,89,9,success,no,25-34,Millenials,5,2009-05-04,Monday
5759,42.0,blue-collar,married,primary,no,402,no,no,cellular,13,may,31,7,330,17,failure,no,35-44,Adultxs,5,2008-05-13,Tuesday
5760,33.0,technician,married,tertiary,no,8023,no,no,cellular,30,nov,107,1,105,3,failure,no,25-34,Millenials,11,2009-11-30,Monday
5761,48.0,admin.,married,secondary,no,1131,no,yes,cellular,8,may,49,1,-1,0,unknown,no,45-54,Divorciadxs,5,2008-05-08,Thursday
5762,28.0,student,single,secondary,no,1925,no,no,cellular,26,feb,139,1,93,3,success,no,25-34,Millenials,2,2009-02-26,Thursday
5763,43.0,blue-collar,single,primary,no,0,no,no,unknown,9,may,71,3,-1,0,unknown,no,35-44,Adultxs,5,2008-05-09,Friday
5764,30.0,blue-collar,single,secondary,no,103,yes,no,cellular,17,apr,2053,2,317,1,other,no,25-34,Millenials,4,2009-04-17,Friday
5765,41.0,admin.,married,secondary,no,1395,yes,yes,cellular,11,may,85,1,308,2,failure,no,35-44,Adultxs,5,2009-05-11,Monday
5766,55.0,management,married,primary,no,621,no,yes,cellular,2,feb,114,1,208,1,failure,no,55-64,Gen Z & Boomers,2,2009-02-02,Monday
5767,55.0,management,married,tertiary,,1161,yes,no,cellular,20,nov,8,6,-1,0,unknown,no,55-64,Gen Z & Boomers,11,2008-11-20,Thursday
5768,54.0,management,married,unknown,no,24,no,no,cellular,31,jul,12,10,-1,0,unknown,no,45-54,Divorciadxs,7,2008-07-31,Thursday
5769,55.0,retired,married,primary,no,2,no,no,unknown,27,jun,392,4,-1,0,unknown,no,55-64,Gen Z & Boomers,6,2008-06-27,Friday
5770,57.0,technician,married,secondary,no,295,no,no,cellular,19,aug,151,11,-1,0,unknown,no,55-64,Gen Z & Boomers,8,2008-08-19,Tuesday
5771,27.0,blue-collar,single,secondary,no,-208,yes,no,unknown,21,may,127,2,-1,0,unknown,no,25-34,Millenials,5,2008-05-21,Wednesday
5772,28.0,management,married,tertiary,no,258,no,yes,cellular,17,apr,93,1,-1,0,unknown,no,25-34,Millenials,4,2009-04-17,Friday
5773,51.0,management,divorced,tertiary,no,119,no,no,cellular,17,nov,200,1,165,2,failure,no,45-54,Divorciadxs,11,2008-11-17,Monday
5774,27.0,management,single,secondary,no,967,yes,no,unknown,21,may,162,1,-1,0,unknown,no,25-34,Millenials,5,2008-05-21,Wednesday
5775,40.0,blue-collar,divorced,secondary,no,-90,yes,no,unknown,28,may,130,1,-1,0,unknown,no,35-44,Adultxs,5,2008-05-28,Wednesday
5776,56.0,retired,married,secondary,no,0,no,no,cellular,26,jan,413,2,-1,0,unknown,no,55-64,Gen Z & Boomers,1,2009-01-26,Monday
5777,35.0,services,married,secondary,no,0,yes,no,cellular,30,jul,251,3,-1,0,unknown,no,35-44,Adultxs,7,2008-07-30,Wednesday
5778,47.0,entrepreneur,divorced,secondary,no,392,yes,yes,cellular,19,nov,125,1,-1,0,unknown,no,45-54,Divorciadxs,11,2008-11-19,Wednesday
5779,49.0,blue-collar,married,primary,no,23,yes,no,unknown,23,may,247,1,-1,0,unknown,no,45-54,Divorciadxs,5,2008-05-23,Friday
5780,35.0,management,single,tertiary,no,2486,yes,no,cellular,25,may,265,1,-1,0,unknown,no,35-44,Adultxs,5,2009-05-25,Monday
5781,50.0,admin.,divorced,secondary,no,81,no,yes,cellular,21,nov,64,1,-1,0,unknown,no,45-54,Divorciadxs,11,2008-11-21,Friday
5782,55.0,housemaid,married,primary,no,1563,yes,no,cellular,17,nov,128,2,-1,0,unknown,no,55-64,Gen Z & Boomers,11,2008-11-17,Monday
5783,56.0,blue-collar,married,secondary,no,1602,yes,no,unknown,6,may,427,1,-1,0,unknown,no,55-64,Gen Z & Boomers,5,2008-05-06,Tuesday
5784,35.0,technician,single,secondary,no,2144,yes,no,unknown,13,may,188,2,-1,0,unknown,no,35-44,Adultxs,5,2008-05-13,Tuesday
5785,42.0,blue-collar,married,secondary,no,273,no,no,unknown,12,jun,315,1,-1,0,unknown,no,35-44,Adultxs,6,2008-06-12,Thursday
5786,34.0,blue-collar,married,primary,no,455,yes,no,unknown,20,jun,372,3,-1,0,unknown,no,25-34,Millenials,6,2008-06-20,Friday
5787,40.0,services,single,secondary,no,1038,no,no,unknown,5,jun,741,1,-1,0,unknown,no,35-44,Adultxs,6,2008-06-05,Thursday
5788,33.0,services,married,secondary,no,-384,yes,no,cellular,9,jul,125,1,-1,0,unknown,no,25-34,Millenials,7,2008-07-09,Wednesday
5789,33.0,management,married,tertiary,no,307,no,no,unknown,16,may,806,4,-1,0,unknown,no,25-34,Millenials,5,2008-05-16,Friday
5790,59.0,retired,divorced,secondary,no,93,no,no,unknown,26,may,193,2,-1,0,unknown,no,55-64,Gen Z & Boomers,5,2008-05-26,Monday
5791,51.0,housemaid,divorced,primary,no,127,no,no,unknown,13,sep,69,1,-1,0,unknown,no,45-54,Divorciadxs,9,2010-09-13,Monday
5792,47.0,services,married,secondary,no,-150,no,no,cellular,14,aug,52,4,-1,0,unknown,no,45-54,Divorciadxs,8,2008-08-14,Thursday
5793,48.0,management,married,tertiary,no,20718,yes,no,unknown,14,may,125,1,-1,0,unknown,no,45-54,Divorciadxs,5,2008-05-14,Wednesday
5794,31.0,admin.,single,tertiary,no,-218,yes,no,unknown,2,jun,227,15,-1,0,unknown,no,25-34,Millenials,6,2008-06-02,Monday
5795,39.0,blue-collar,married,secondary,no,5222,yes,no,cellular,21,nov,239,2,177,1,failure,no,35-44,Adultxs,11,2008-11-21,Friday
5796,52.0,admin.,married,secondary,no,484,yes,no,unknown,6,may,128,1,-1,0,unknown,no,45-54,Divorciadxs,5,2008-05-06,Tuesday
5797,28.0,technician,single,tertiary,no,75,yes,yes,cellular,5,may,233,2,-1,0,unknown,no,25-34,Millenials,5,2008-05-05,Monday
5798,56.0,technician,divorced,secondary,no,1480,yes,yes,cellular,5,feb,576,1,-1,0,unknown,no,55-64,Gen Z & Boomers,2,2009-02-05,Thursday
5799,47.0,services,married,secondary,no,1111,no,no,unknown,20,jun,415,4,-1,0,unknown,no,45-54,Divorciadxs,6,2008-06-20,Friday
5800,77.0,retired,divorced,primary,no,639,no,no,telephone,16,apr,127,7,-1,0,unknown,no,65+,Gen Z & Boomers,4,2009-04-16,Thursday
5801,39.0,blue-collar,single,secondary,no,29,yes,no,unknown,7,may,214,2,-1,0,unknown,no,35-44,Adultxs,5,2008-05-07,Wednesday
5802,31.0,services,single,secondary,no,6374,yes,no,unknown,23,may,922,2,-1,0,unknown,no,25-34,Millenials,5,2008-05-23,Friday
5803,39.0,management,married,secondary,no,363,yes,yes,cellular,17,jul,184,1,-1,0,unknown,no,35-44,Adultxs,7,2008-07-17,Thursday
5804,32.0,blue-collar,married,primary,no,-94,yes,yes,cellular,11,may,308,1,-1,0,unknown,no,25-34,Millenials,5,2009-05-11,Monday
5805,59.0,admin.,married,secondary,no,92,yes,no,cellular,12,may,139,2,350,1,failure,no,55-64,Gen Z & Boomers,5,2008-05-12,Monday
5806,42.0,unknown,married,unknown,no,222,no,no,cellular,26,aug,80,16,-1,0,unknown,no,35-44,Adultxs,8,2008-08-26,Tuesday
5807,50.0,technician,married,primary,no,249,yes,no,unknown,6,may,129,1,-1,0,unknown,no,45-54,Divorciadxs,5,2008-05-06,Tuesday
5808,44.0,services,married,secondary,no,1450,yes,no,cellular,14,apr,356,1,314,2,failure,no,35-44,Adultxs,4,2009-04-14,Tuesday
5809,47.0,housemaid,married,tertiary,no,2290,no,no,cellular,15,apr,54,1,-1,0,unknown,no,45-54,Divorciadxs,4,2009-04-15,Wednesday
5810,51.0,technician,married,tertiary,no,0,no,no,telephone,17,nov,81,1,-1,0,unknown,no,45-54,Divorciadxs,11,2008-11-17,Monday
5811,34.0,technician,married,secondary,no,1026,no,no,cellular,12,nov,319,1,100,6,failure,no,25-34,Millenials,11,2008-11-12,Wednesday
5812,36.0,management,married,primary,no,3953,yes,no,cellular,19,nov,277,1,-1,0,unknown,no,35-44,Adultxs,11,2008-11-19,Wednesday
5813,32.0,blue-collar,single,primary,no,1426,yes,no,cellular,20,nov,114,1,-1,0,unknown,no,25-34,Millenials,11,2008-11-20,Thursday
5814,28.0,blue-collar,single,secondary,no,53,yes,no,cellular,13,may,93,1,-1,0,unknown,no,25-34,Millenials,5,2008-05-13,Tuesday
5815,34.0,management,married,tertiary,no,160,yes,yes,cellular,15,jul,130,1,-1,0,unknown,no,25-34,Millenials,7,2008-07-15,Tuesday
5816,40.0,management,single,tertiary,no,171,no,no,cellular,19,aug,1241,3,-1,0,unknown,no,35-44,Adultxs,8,2008-08-19,Tuesday
5817,49.0,management,married,tertiary,no,3237,yes,no,unknown,5,may,232,3,-1,0,unknown,no,45-54,Divorciadxs,5,2008-05-05,Monday
5818,30.0,self-employed,single,secondary,no,192,no,no,cellular,22,jul,423,1,-1,0,unknown,no,25-34,Millenials,7,2008-07-22,Tuesday
5819,56.0,self-employed,married,tertiary,yes,0,no,no,cellular,19,nov,122,1,-1,0,unknown,no,55-64,Gen Z & Boomers,11,2008-11-19,Wednesday
5820,28.0,management,single,tertiary,no,385,no,yes,cellular,9,feb,79,4,193,7,failure,no,25-34,Millenials,2,2009-02-09,Monday
5821,31.0,blue-collar,married,secondary,no,2591,yes,no,cellular,20,nov,55,1,-1,0,unknown,no,25-34,Millenials,11,2008-11-20,Thursday
5822,28.0,blue-collar,single,secondary,no,39,no,no,cellular,31,jul,22,7,-1,0,unknown,no,25-34,Millenials,7,2008-07-31,Thursday
5823,53.0,technician,married,primary,no,44,no,no,unknown,6,jun,256,1,-1,0,unknown,no,45-54,Divorciadxs,6,2008-06-06,Friday
5824,38.0,management,married,tertiary,no,5432,yes,yes,cellular,17,apr,707,1,149,2,failure,no,35-44,Adultxs,4,2009-04-17,Friday
5825,54.0,retired,divorced,tertiary,no,349,yes,no,cellular,12,may,176,2,175,1,failure,no,45-54,Divorciadxs,5,2008-05-12,Monday
5826,36.0,management,single,tertiary,no,20,yes,no,cellular,20,apr,766,2,150,3,other,no,35-44,Adultxs,4,2009-04-20,Monday
5827,60.0,retired,divorced,tertiary,no,381,yes,no,cellular,17,apr,208,2,344,4,failure,no,55-64,Gen Z & Boomers,4,2009-04-17,Friday
5828,40.0,management,married,secondary,no,4025,yes,no,cellular,15,jul,107,4,-1,0,unknown,no,35-44,Adultxs,7,2008-07-15,Tuesday
5829,50.0,admin.,single,secondary,no,167,no,yes,cellular,28,jul,201,3,-1,0,unknown,no,45-54,Divorciadxs,7,2008-07-28,Monday
5830,28.0,management,single,tertiary,no,278,no,yes,cellular,29,jan,194,1,-1,0,unknown,no,25-34,Millenials,1,2009-01-29,Thursday
5831,33.0,blue-collar,married,secondary,no,263,yes,no,unknown,21,may,206,3,-1,0,unknown,no,25-34,Millenials,5,2008-05-21,Wednesday
5832,53.0,retired,married,secondary,no,4968,no,no,cellular,6,may,109,1,87,2,failure,no,45-54,Divorciadxs,5,2008-05-06,Tuesday
5833,38.0,technician,married,secondary,no,581,yes,no,unknown,6,may,79,1,-1,0,unknown,no,35-44,Adultxs,5,2008-05-06,Tuesday
5834,34.0,management,single,tertiary,no,682,no,no,cellular,27,aug,472,3,-1,0,unknown,no,25-34,Millenials,8,2008-08-27,Wednesday
5835,41.0,unknown,married,unknown,no,779,no,no,cellular,30,jul,647,10,-1,0,unknown,no,35-44,Adultxs,7,2008-07-30,Wednesday
5836,64.0,retired,married,tertiary,no,2139,no,no,cellular,14,oct,632,2,-1,0,unknown,no,55-64,Gen Z & Boomers,10,2008-10-14,Tuesday
5837,45.0,management,married,secondary,no,5888,yes,no,unknown,26,may,45,5,-1,0,unknown,no,45-54,Divorciadxs,5,2008-05-26,Monday
5838,38.0,technician,married,secondary,no,0,yes,yes,cellular,15,jul,146,4,-1,0,unknown,no,35-44,Adultxs,7,2008-07-15,Tuesday
5839,57.0,management,married,tertiary,no,3431,yes,no,unknown,16,may,73,1,-1,0,unknown,no,55-64,Gen Z & Boomers,5,2008-05-16,Friday
5840,34.0,management,married,tertiary,no,188,no,no,cellular,5,may,399,1,-1,0,unknown,no,25-34,Millenials,5,2008-05-05,Monday
5841,36.0,blue-collar,single,primary,no,3214,yes,no,unknown,16,jun,124,2,-1,0,unknown,no,35-44,Adultxs,6,2008-06-16,Monday
5842,30.0,admin.,married,secondary,no,873,yes,no,telephone,12,nov,119,1,167,3,success,no,25-34,Millenials,11,2008-11-12,Wednesday
5843,32.0,blue-collar,married,secondary,no,-32,yes,no,cellular,12,may,145,1,-1,0,unknown,no,25-34,Millenials,5,2008-05-12,Monday
5844,42.0,blue-collar,married,secondary,no,1958,yes,no,unknown,30,may,124,3,-1,0,unknown,no,35-44,Adultxs,5,2008-05-30,Friday
5845,35.0,admin.,married,secondary,yes,76,no,yes,unknown,17,jun,107,1,-1,0,unknown,no,35-44,Adultxs,6,2008-06-17,Tuesday
5846,42.0,technician,married,secondary,no,1013,no,yes,cellular,28,aug,117,8,-1,0,unknown,no,35-44,Adultxs,8,2008-08-28,Thursday
5847,50.0,entrepreneur,married,secondary,no,2731,no,no,cellular,8,aug,111,2,-1,0,unknown,no,45-54,Divorciadxs,8,2008-08-08,Friday
5848,38.0,management,married,secondary,no,93,no,no,unknown,3,jul,515,2,-1,0,unknown,no,35-44,Adultxs,7,2008-07-03,Thursday
5849,38.0,self-employed,married,secondary,no,173,no,no,cellular,18,aug,205,4,-1,0,unknown,no,35-44,Adultxs,8,2008-08-18,Monday
5850,55.0,management,married,primary,no,384,no,no,telephone,4,feb,75,1,-1,0,unknown,no,55-64,Gen Z & Boomers,2,2009-02-04,Wednesday
5851,60.0,housemaid,married,unknown,no,491,no,no,cellular,14,aug,503,4,-1,0,unknown,no,55-64,Gen Z & Boomers,8,2008-08-14,Thursday
5852,33.0,management,married,tertiary,no,728,yes,no,cellular,13,aug,275,5,-1,0,unknown,no,25-34,Millenials,8,2008-08-13,Wednesday
5853,30.0,technician,single,secondary,no,411,yes,no,cellular,16,apr,948,1,-1,0,unknown,no,25-34,Millenials,4,2009-04-16,Thursday
5854,30.0,management,single,tertiary,no,265,no,no,cellular,25,nov,295,1,93,3,success,no,25-34,Millenials,11,2008-11-25,Tuesday
5855,51.0,management,married,tertiary,no,-3,no,no,cellular,21,aug,79,2,-1,0,unknown,no,45-54,Divorciadxs,8,2008-08-21,Thursday
5856,37.0,management,married,tertiary,no,586,yes,no,cellular,11,jul,141,2,-1,0,unknown,no,35-44,Adultxs,7,2008-07-11,Friday
5857,37.0,blue-collar,married,primary,no,-196,yes,no,unknown,26,may,166,2,-1,0,unknown,no,35-44,Adultxs,5,2008-05-26,Monday
5858,45.0,blue-collar,married,primary,no,700,yes,no,telephone,13,may,29,4,-1,0,unknown,no,45-54,Divorciadxs,5,2008-05-13,Tuesday
5859,37.0,blue-collar,married,secondary,no,-67,no,no,cellular,2,feb,157,1,-1,0,unknown,no,35-44,Adultxs,2,2009-02-02,Monday
5860,48.0,management,married,tertiary,no,1600,no,no,cellular,18,nov,448,1,-1,0,unknown,no,45-54,Divorciadxs,11,2008-11-18,Tuesday
5861,42.0,services,married,secondary,no,508,yes,no,unknown,30,may,70,1,-1,0,unknown,no,35-44,Adultxs,5,2008-05-30,Friday
5862,49.0,technician,married,primary,no,486,no,no,telephone,7,jul,229,5,-1,0,unknown,no,45-54,Divorciadxs,7,2008-07-07,Monday
5863,36.0,management,single,tertiary,no,243,yes,no,cellular,7,may,160,2,360,3,failure,no,35-44,Adultxs,5,2008-05-07,Wednesday
5864,54.0,self-employed,married,secondary,no,203,yes,no,telephone,7,jul,238,8,-1,0,unknown,no,45-54,Divorciadxs,7,2008-07-07,Monday
5865,52.0,management,married,tertiary,no,1944,yes,no,cellular,15,apr,238,3,323,2,failure,no,45-54,Divorciadxs,4,2009-04-15,Wednesday
5866,30.0,management,married,tertiary,no,882,no,no,cellular,22,aug,102,6,-1,0,unknown,no,25-34,Millenials,8,2008-08-22,Friday
5867,37.0,blue-collar,married,secondary,no,2924,no,no,cellular,31,jul,74,2,-1,0,unknown,no,35-44,Adultxs,7,2008-07-31,Thursday
5868,31.0,unemployed,married,secondary,no,20,no,no,telephone,18,nov,52,1,-1,0,unknown,no,25-34,Millenials,11,2008-11-18,Tuesday
5869,26.0,admin.,married,secondary,no,1417,yes,no,unknown,6,jun,60,3,-1,0,unknown,no,25-34,Millenials,6,2008-06-06,Friday
5870,51.0,admin.,divorced,secondary,no,340,yes,no,unknown,8,may,186,1,-1,0,unknown,no,45-54,Divorciadxs,5,2008-05-08,Thursday
5871,34.0,services,single,secondary,no,4062,yes,yes,cellular,15,may,29,1,-1,0,unknown,no,25-34,Millenials,5,2008-05-15,Thursday
5872,26.0,blue-collar,married,primary,no,133,no,yes,cellular,25,jul,57,3,-1,0,unknown,no,25-34,Millenials,7,2008-07-25,Friday
5873,32.0,management,single,tertiary,no,0,yes,yes,cellular,17,nov,107,2,-1,0,unknown,no,25-34,Millenials,11,2008-11-17,Monday
5874,38.0,services,married,secondary,no,8876,no,no,cellular,2,feb,280,1,75,1,failure,no,35-44,Adultxs,2,2009-02-02,Monday
5875,52.0,admin.,married,secondary,no,423,yes,yes,cellular,20,oct,139,2,96,7,failure,no,45-54,Divorciadxs,10,2008-10-20,Monday
5876,44.0,management,married,tertiary,no,58,yes,no,cellular,14,jul,72,3,-1,0,unknown,no,35-44,Adultxs,7,2008-07-14,Monday
5877,31.0,services,married,secondary,no,5,yes,no,unknown,16,may,216,1,-1,0,unknown,no,25-34,Millenials,5,2008-05-16,Friday
5878,38.0,services,married,primary,no,175,no,no,unknown,17,jun,132,2,-1,0,unknown,no,35-44,Adultxs,6,2008-06-17,Tuesday
5879,32.0,housemaid,married,primary,no,1349,yes,no,cellular,7,aug,132,2,-1,0,unknown,no,25-34,Millenials,8,2008-08-07,Thursday
5880,41.0,blue-collar,married,primary,no,6596,yes,no,cellular,20,nov,88,1,-1,0,unknown,no,35-44,Adultxs,11,2008-11-20,Thursday
5881,48.0,management,married,tertiary,no,1741,yes,yes,telephone,18,nov,40,1,-1,0,unknown,no,45-54,Divorciadxs,11,2008-11-18,Tuesday
5882,29.0,blue-collar,married,primary,no,25,yes,no,unknown,4,jun,188,2,-1,0,unknown,no,25-34,Millenials,6,2008-06-04,Wednesday
5883,41.0,management,married,tertiary,no,0,yes,no,unknown,13,may,161,1,-1,0,unknown,no,35-44,Adultxs,5,2008-05-13,Tuesday
5884,49.0,management,married,tertiary,no,4374,yes,no,cellular,31,jul,68,3,-1,0,unknown,no,45-54,Divorciadxs,7,2008-07-31,Thursday
5885,40.0,management,married,tertiary,no,16,no,yes,cellular,9,feb,47,4,-1,0,unknown,no,35-44,Adultxs,2,2009-02-09,Monday
5886,27.0,management,single,tertiary,no,574,yes,no,cellular,18,may,196,3,-1,0,unknown,no,25-34,Millenials,5,2009-05-18,Monday
5887,45.0,blue-collar,single,secondary,no,615,yes,no,cellular,15,may,133,1,-1,0,unknown,no,45-54,Divorciadxs,5,2008-05-15,Thursday
5888,48.0,entrepreneur,divorced,tertiary,no,0,yes,yes,unknown,20,jun,139,1,-1,0,unknown,no,45-54,Divorciadxs,6,2008-06-20,Friday
5889,31.0,services,married,secondary,no,395,no,no,cellular,25,jul,174,3,-1,0,unknown,no,25-34,Millenials,7,2008-07-25,Friday
5890,45.0,blue-collar,married,primary,no,678,no,no,cellular,5,aug,104,3,-1,0,unknown,no,45-54,Divorciadxs,8,2008-08-05,Tuesday
5891,43.0,housemaid,married,primary,no,25,no,no,cellular,12,aug,121,2,-1,0,unknown,no,35-44,Adultxs,8,2008-08-12,Tuesday
5892,31.0,admin.,single,secondary,no,626,yes,no,unknown,21,may,211,1,-1,0,unknown,no,25-34,Millenials,5,2008-05-21,Wednesday
5893,37.0,management,married,tertiary,no,165,no,no,cellular,24,aug,315,1,83,1,other,no,35-44,Adultxs,8,2009-08-24,Monday
5894,38.0,self-employed,married,secondary,no,746,no,no,unknown,20,jun,256,3,-1,0,unknown,no,35-44,Adultxs,6,2008-06-20,Friday
5895,29.0,services,married,secondary,no,376,no,yes,telephone,28,jan,49,3,183,4,failure,no,25-34,Millenials,1,2009-01-28,Wednesday
5896,28.0,blue-collar,married,primary,no,-55,yes,no,unknown,7,may,361,2,-1,0,unknown,no,25-34,Millenials,5,2008-05-07,Wednesday
5897,55.0,housemaid,divorced,primary,no,0,no,no,unknown,20,jun,398,2,-1,0,unknown,no,55-64,Gen Z & Boomers,6,2008-06-20,Friday
